Id;DistrictId;Rooms;Square;LifeSquare;KitchenSquare;Floor;HouseFloor;HouseYear;Ecology_1;Ecology_2;Ecology_3;Social_1;Social_2;Social_3;Healthcare_1;Helthcare_2;Shops_1;Shops_2;Price
8921;159;3;69.589661459238;48.8567234722725;5;1;3;1930;0.037316452;B;B;32;6748;93;562;4;10;B;300001.927451991
3128;157;3;84.630693242157;55.8490406205348;11;4;6;1930;0,000000000;B;B;30;7538;87;4702;5;5;B;480227.266202243
4352;104;2;28.5176656891921;15.565871998639;3;7;6;1931;0.0000781528;B;B;22;6398;141;1046;3;23;B;197245.267663832
6700;168;2;59.3850755141876;29.235409598972;9;2;5;1931;0.341071945;B;B;27;5664;48;2300;3;11;B;309988.239476975
2726;155;2;61.7141090150878;32.4869877325592;9;7;6;1931;0.0423072709999999;B;B;17;2810;9;4849;3;6;B;362698.813372926
14248;105;3;71.0937099695969;46.5730400018487;7;6;5;1931;0.0423072709999999;B;B;17;2810;9;4849;3;6;B;387442.885760479
7018;120;3;87.8484942062905;56.5890763236704;11;2;3;1931;0.341071945;B;B;27;5664;48;2300;3;11;B;402075.431030531
11120;207;3;76.7809596083474;55.7700429916603;7;2;5;1931;0.0000000018;B;B;16;3681;73;1815;2;5;B;426186.409333889
15590;157;3;65.2039778062989;42.3190123324102;9;5;5;1931;0,000000000;B;B;30;7538;87;4702;5;5;B;438061.703276365
13234;157;1;28.1453336026496;17.6503992358112;4;4;5;1932;0,000000000;B;B;30;7538;87;4702;5;5;B;201311.771817795
14966;7;2;49.6528074249252;29.2007770533244;8;4;5;1932;0.130617806;B;B;39;10418;9;900;1;9;B;209292.127522044
10240;129;2;47.328948964794;27.9316641589621;8;2;5;1933;0.020741326;B;B;24;5613;5;1340;2;5;B;196667.386518061
1268;159;4;88.9472620852215;64.4834896302274;7;6;6;1933;0.246623602;B;B;14;2940;45;;3;6;B;429825.896082268
5313;175;4;78.2047021959659;63.8675930391472;4;6;5;1933;0.037316452;B;B;32;6748;93;562;4;10;B;465934.434275776
8396;202;2;42.3534847228549;30.6611796771311;6;4;6;1933;0,000000000;B;B;30;7538;87;4702;5;5;B;502085.860162084
16018;190;3;76.2975351748371;53.9131484726014;6;10;8;1933;0,000000000;B;B;30;7538;87;4702;5;5;B;526438.458918604
12370;95;2;47.6162093961658;30.5129323439937;6;1;4;1934;0.000699118999999999;B;B;14;3369;24;4129;0;3;B;181279.752600353
10645;142;3;89.7181972719181;58.7475989243518;12;6;5;1934;0.051942062;B;B;17;4017;7;800;2;0;B;237152.443538751
16522;33;3;64.4608271861343;42.0887415488824;6;1;5;1934;0.050272014;B;B;21;4231;14;1020;0;3;B;287607.336090022
1313;95;2;44.4956442200954;30.3778143212576;5;5;5;1934;0.341071945;B;B;27;5664;48;2300;3;11;B;293249.106761406
3239;120;1;36.5709786327206;22.0517344914906;7;6;5;1935;0.341071945;B;B;27;5664;48;2300;3;11;B;200940.829057131
14401;46;2;56.5915855731739;37.6040370018878;9;4;5;1935;0.150817539;B;B;16;3433;4;2643;4;5;B;253797.539490356
8286;172;4;101.496365246652;72.4827957744149;9;11;12;1935;0,000000000;B;B;7;1660;39;1786;1;5;B;274992.472365796
2574;159;2;43.4393671210826;29.3288878969511;6;5;8;1935;0.246623602;B;B;14;2940;45;;3;6;B;288674.665988561
10456;82;3;77.811822786987;48.7908156444989;5;7;5;1935;0.037316452;B;B;32;6748;93;562;4;10;B;343812.494281557
14261;174;3;65.8127571380594;48.9887257234449;6;5;7;1935;0.0000781528;B;B;22;6398;141;1046;3;23;B;421851.95363867
12941;188;4;86.4825564964278;70.112069427088;5;6;6;1935;0,000000000;B;B;7;1660;39;1786;1;5;B;552454.338658429
15720;101;3;73.3979636865771;42.4750419383279;15;5;6;1936;0.225824954;A;B;41;6558;7;1548;3;2;B;333877.704698073
380;95;2;68.1789210681152;34.8510162294601;11;6;5;1936;0.341071945;B;B;27;5664;48;2300;3;11;B;374737.658653664
12304;104;3;61.6907679749605;43.8024285642924;4;2;7;1936;0.0000781528;B;B;22;6398;141;1046;3;23;B;566435.153459594
5662;79;3;69.250434385082;51.1656633517246;6;5;5;1937;0.16909109;B;B;19;3856;10;;2;5;B;86354.0418126267
6239;22;2;64.26986331965;38.9830663031448;8;4;5;1937;0.133215333;B;B;49;11395;3;1406;3;4;A;219873.568250717
11101;95;2;55.5807950930107;33.1041975723302;6;1;4;1937;0.000699118999999999;B;B;14;3369;24;4129;0;3;B;238992.104255971
5198;7;3;91.9040151444028;62.8397156714277;7;6;5;1937;0.130617806;B;B;39;10418;9;900;1;9;B;309690.981583938
1714;104;3;66.6794351430366;42.3598838137987;8;9;7;1937;0.327018035;B;B;12;2270;23;2500;1;0;B;421756.290144616
7755;126;4;79.1423668956054;55.2421440725254;7;5;7;1938;0.333891544;B;B;30;6564;1;;0;0;B;273213.577304275
10097;188;2;56.9574546842174;31.7340873304035;6;3;8;1938;0,000000000;B;B;7;1660;39;1786;1;5;B;410299.956558102
15676;182;3;49.9345605319295;35.9802872659872;3;9;8;1938;0.246623602;B;B;14;2940;45;;3;6;B;429090.881284287
13287;4;3;72.6773760493792;52.2080002487084;7;3;8;1938;0.327018035;B;B;12;2270;23;2500;1;0;B;439076.917473144
4660;158;2;63.1316545036725;41.8679133538517;8;9;8;1939;0.042031587;B;B;37;6856;84;1940;2;5;B;87268.0989680562
7961;118;3;84.1287856536319;59.8850551504615;11;4;5;1939;0.21843974;B;B;21;4472;6;1450;4;7;A;321488.560449158
9875;118;3;86.2803187001662;57.0923407530313;10;6;5;1939;0.21843974;B;B;21;4472;6;1450;4;7;A;352702.635692688
12150;86;3;72.6029857948582;49.6374991409182;8;6;5;1939;0.161975568;B;A;31;7010;5;4508;3;7;B;379841.447889655
3612;97;2;73.3419274889801;35.4442792609936;15;4;7;1939;0.306977489;B;B;27;5148;14;1575;5;7;B;394749.666724511
4406;180;4;89.8459131146173;64.8727463601152;7;3;9;1939;0.037316452;B;B;32;6748;93;562;4;10;B;473590.888317226
14280;105;4;98.1195753323708;72.3515239132454;9;2;10;1940;0.040242764;B;B;25;3478;11;2729;3;1;B;448706.902920318
4282;195;5;95.617533008871;62.3770517819184;7;7;7;1940;0.0150168919999999;B;B;17;3079;59;2890;0;8;B;479525.147323154
9468;43;2;65.9387537943434;37.4034986403222;10;7;7;1940;0.0150168919999999;B;B;17;3079;59;2890;0;8;B;499136.536769493
3294;167;5;111.045798674956;81.9404592759056;9;6;6;1940;0.050272014;B;B;21;4231;14;1020;0;3;B;513239.499081542
2901;164;3;68.4464628517859;43.3847387999562;10;7;7;1941;0.486245621;B;B;13;2514;19;;0;6;B;300441.280273212
4098;129;2;59.9757567822731;34.8055099660597;9;8;8;1941;0.020741326;B;B;24;5613;5;1340;2;5;B;342922.211468436
1243;86;5;108.057398056489;82.7238253606489;8;3;5;1942;0.161975568;B;A;31;7010;5;4508;3;7;B;310305.074732676
10302;95;3;75.2559800561383;43.2639721343618;12;4;8;1942;0.000699118999999999;B;B;14;3369;24;4129;0;3;B;509182.957515239
7275;95;4;99.0391614552863;71.5758387112379;11;2;3;1942;0.000699118999999999;B;B;14;3369;24;4129;0;3;B;624156.003381327
12333;146;3;72.9914166488263;42.4749732328775;9;7;8;1947;0.327018035;B;B;12;2270;23;2500;1;0;B;431812.742784892
13876;65;2;73.1445774760277;42.8797360523726;12;2;9;1948;0.081943463;B;B;20;2738;20;;1;4;B;508126.278954906
2173;181;2;62.1983353955782;39.6807289913782;5;7;9;1948;0,000000000;B;B;30;7538;87;4702;5;5;B;541173.31939119
13017;54;3;68.1737118108027;48.9959820897795;8;1;4;1950;0.006076152;B;B;30;5285;0;645;6;6;B;160694.584547743
11582;28;3;72.6517096095206;50.9936686940017;7;4;4;1950;0.118537385;B;B;30;6207;1;1183;1;0;B;260791.873914631
674;130;2;65.9251888092893;38.9148334145157;7;5;7;1950;0.21843974;B;B;21;4472;6;1450;4;7;A;300235.668010432
2004;113;2;66.2623854684672;43.314184791798;9;4;5;1950;0.050755569;B;B;24;5469;1;145;0;1;B;302929.10886779
14367;159;3;67.2544286296978;47.3904722211753;6;5;7;1950;0.246623602;B;B;14;2940;45;;3;6;B;370608.885559041
4471;86;2;70.3826165308451;36.7114115451629;10;5;5;1950;0.161975568;B;A;31;7010;5;4508;3;7;B;379936.138861176
8703;167;3;67.4914130658224;47.3301054090671;7;7;7;1950;0.236108458;B;B;16;3893;27;;3;10;B;436153.955721557
12968;101;1;36.0918338662467;20.0625045617559;8;4;4;1951;0.225824954;A;B;41;6558;7;1548;3;2;B;158502.770083096
9454;22;2;50.0723466218217;33.3571611515625;7;3;3;1951;0.118537385;B;B;30;6207;1;1183;1;0;B;193062.427929385
5840;183;1;38.3044854617427;19.5260209974216;6;6;8;1951;0.037316452;B;B;32;6748;93;562;4;10;B;309354.720698441
14699;167;4;67.6901195498611;42.9374482949937;8;6;8;1951;0.174739084;B;B;17;3379;9;100;0;3;B;453286.764840465
10178;57;1;36.0810113337356;17.4386333897275;7;4;5;1952;0.133215333;B;B;49;11395;3;1406;3;4;A;160887.096224993
10135;28;2;49.8932051051809;28.5607239197425;7;4;5;1952;0.118537385;B;B;30;6207;1;1183;1;0;B;228791.402934566
1494;124;3;70.3638515803637;47.8618244296238;7;3;3;1952;0.16909109;B;B;19;3856;10;;2;5;B;259143.174754191
15631;167;3;58.942698670499;36.6182083849947;7;2;4;1952;0.050272014;B;B;21;4231;14;1020;0;3;B;266008.977450973
11238;66;2;52.2320009094924;51.1961302393676;7;6;5;1952;0.161975568;B;A;31;7010;5;4508;3;7;B;276313.745273081
4671;124;2;61.8751217965645;37.4814119211688;9;2;3;1952;0.16909109;B;B;19;3856;10;;2;5;B;306525.883704096
10308;75;3;100.983576643909;57.7661806358427;10;4;5;1952;0.307466659;B;A;30;5048;9;325;2;5;B;356722.473082328
10364;2;3;76.4609928990224;46.8508510317621;10;4;7;1952;0.130617806;B;B;39;10418;9;900;1;9;B;408260.993510752
3004;141;3;67.6717934862816;45.414318319523;7;4;5;1952;0.000699118999999999;B;B;14;3369;24;4129;0;3;B;423796.839674809
6323;162;3;93.8159019777238;61.816690498474;9;6;6;1952;0.174739084;B;B;17;3379;9;100;0;3;B;624008.535763012
3491;7;1;33.7157414954654;15.7446307161318;7;2;4;1953;0.035145267;B;B;42;9292;3;2620;0;3;B;169647.901570183
16484;7;2;47.958085658428;31.9971190947464;7;6;5;1953;0.130617806;B;B;39;10418;9;900;1;9;B;190558.754529083
12282;124;2;52.4498583079657;27.1458077910883;7;3;5;1953;0.16909109;B;B;19;3856;10;;2;5;B;227114.373121596
4432;84;3;54.3047535653223;33.3699593605702;8;5;4;1953;0.149666373;B;B;22;4789;2;4087;4;1;B;230408.710269281
10084;194;2;56.6224672087927;31.1527196903714;9;2;5;1953;0.174739084;B;B;17;3379;9;100;0;3;B;236662.519825658
14234;66;2;50.6244750207152;29.9872756694192;7;3;5;1953;0.161975568;B;A;31;7010;5;4508;3;7;B;322213.251727942
9629;124;3;78.2752265065245;58.3308755963369;6;9;9;1953;0.16909109;B;B;19;3856;10;;2;5;B;387904.136319711
2418;154;3;95.564437666796;65.2832477170067;9;5;5;1953;0.460556389;B;B;20;4386;14;;1;5;B;411403.672199961
12844;54;4;94.3871504466901;67.5812222733564;8;3;5;1953;0.006076152;B;B;30;5285;0;645;6;6;B;431521.290321907
8333;166;3;82.9533360392242;51.4220859287835;8;5;7;1953;0.174739084;B;B;17;3379;9;100;0;3;B;519710.542766223
7907;126;2;55.2205290994209;32.4125178870469;7;5;12;1954;0.486245621;B;B;13;2514;19;;0;6;B;73902.1468502336
8706;170;1;40.3720064366502;18.1314460728337;8;3;5;1954;0.21843974;B;B;21;4472;6;1450;4;7;A;175774.767843765
4026;66;3;75.3155253239049;48.9686009540091;7;5;5;1954;0.161975568;B;A;31;7010;5;4508;3;7;B;199227.693871222
2794;5;2;54.3771713209775;30.3453100853772;7;5;5;1954;0.150817539;B;B;16;3433;4;2643;4;5;B;236932.947627786
13065;66;2;56.0712507008164;34.0778374039989;6;4;5;1954;0.161975568;B;A;31;7010;5;4508;3;7;B;257967.322180061
1120;129;3;60.459576635272;32.2594946692179;7;2;4;1954;0.460556389;B;B;20;4386;14;;1;5;B;296102.796034209
2992;75;3;79.8667343815337;53.5494182740884;7;6;5;1954;0.122090346999999;B;B;29;6566;7;1894;4;0;B;296134.328229884
5233;107;3;55.904686865177;34.179774249193;7;7;5;1954;0.050272014;B;B;21;4231;14;1020;0;3;B;305618.778689205
5151;173;2;54.2278250260852;32.2203525330809;8;4;8;1954;0.081943463;B;B;20;2738;20;;1;4;B;328017.739044241
13264;130;3;85.6161370775808;51.2643068993277;11;5;6;1954;0.21843974;B;B;21;4472;6;1450;4;7;A;402332.491549311
7618;167;3;82.0295619593994;56.8672870479602;8;4;5;1954;0.050272014;B;B;21;4231;14;1020;0;3;B;414194.285336146
15838;208;2;53.1213827897008;33.9359224747345;7;7;7;1954;0.081943463;B;B;20;2738;20;;1;4;B;428928.889004979
642;137;3;66.674213617412;43.1747577170838;9;8;10;1954;0.200146801999999;B;B;23;3975;8;770;2;0;B;469792.455890826
11769;75;2;66.0965467611576;39.9642224186885;8;5;5;1955;0.307466659;B;A;30;5048;9;325;2;5;B;170901.62258407
2402;37;2;57.0887023883197;37.9114772438562;7;4;5;1955;0.178916796;B;B;18;3594;4;192;1;5;B;187204.951008466
7505;2;2;53.0550260743646;26.9255338939539;7;5;3;1955;0.035145267;B;B;42;9292;3;2620;0;3;B;212894.088950975
1594;99;3;57.6192691078627;40.2821780631274;6;5;9;1955;0.033493708;B;B;66;10573;1;1322;3;8;B;239739.53554592
3880;28;2;61.6933697064212;35.2978267882686;8;4;5;1955;0.118537385;B;B;30;6207;1;1183;1;0;B;245064.472007598
14376;124;2;52.7839066028947;27.9473269613125;7;4;10;1955;0.16909109;B;B;19;3856;10;;2;5;B;297376.590576412
3750;84;3;70.3195630238662;47.1443678952444;8;4;5;1955;0.006076152;B;B;30;5285;0;645;6;6;B;303229.290806286
620;21;2;63.296837663599;40.6763456578292;8;4;6;1955;0.034331497;B;B;25;5487;3;;0;4;B;310719.696822741
4028;7;3;63.6003467787416;49.8831837482308;0;2;4;1955;0.035145267;B;B;42;9292;3;2620;0;3;B;316834.531154447
293;2;3;88.0693265611716;59.7565755368047;8;6;5;1955;0.035145267;B;B;42;9292;3;2620;0;3;B;323304.614999652
11108;46;3;86.3385418999155;53.2719128807851;7;4;5;1955;0.150817539;B;B;16;3433;4;2643;4;5;B;335452.157953179
14922;111;2;63.6670686285124;36.196903772751;10;9;9;1955;0.135649789;B;B;46;7960;6;350;3;11;B;387448.91885453
7931;181;1;34.9112691025922;18.4331552791592;6;10;12;1955;0,000000000;B;B;8;1423;37;562;1;8;B;397528.73606135
8537;162;2;55.1012739485616;35.9140855005878;8;4;8;1955;0.236108458;B;B;16;3893;27;;3;10;B;405659.995870525
9335;81;3;76.2514920368401;47.2281375221412;8;10;11;1955;0.319809354;B;B;25;4756;16;2857;5;8;B;411442.836347174
13158;104;2;81.6348179888352;45.2363279557668;9;6;9;1955;0.0000781528;B;B;22;6398;141;1046;3;23;B;418817.402538454
12672;81;3;86.3851260421153;52.6074656395107;7;3;10;1955;0.319809354;B;B;25;4756;16;2857;5;8;B;420583.792066727
1601;84;4;92.6149727530487;68.5034539253068;9;2;5;1955;0.006076152;B;B;30;5285;0;645;6;6;B;422341.994773721
11442;137;3;70.2236043122531;44.5403906816822;13;3;8;1955;0.200146801999999;B;B;23;3975;8;770;2;0;B;527120.836533466
15749;66;3;78.7478528364518;33.8857595725131;11;2;5;1955;0.161975568;B;A;31;7010;5;4508;3;7;B;606958.937510144
9852;137;2;64.8773192017165;38.6828560474973;8;8;8;1956;0.200146801999999;B;B;23;3975;8;770;2;0;B;90930.798419635
1336;162;3;87.9622417541284;60.0745692286309;11;6;8;1956;0.174739084;B;B;17;3379;9;100;0;3;B;104500.294327693
11796;7;1;32.0865927566295;16.1737681473511;7;4;4;1956;0.035145267;B;B;42;9292;3;2620;0;3;B;139419.822248945
6527;84;3;70.5151051905218;39.6666363175394;5;6;5;1956;0.149666373;B;B;22;4789;2;4087;4;1;B;281272.436684518
3736;167;2;56.7127714206488;36.4540638551743;7;6;5;1956;0.050272014;B;B;21;4231;14;1020;0;3;B;299177.502635243
12555;162;1;60.0142792823824;36.6567297025971;10;2;6;1956;0.236108458;B;B;16;3893;27;;3;10;B;304424.418394523
9913;7;3;87.0103678628335;52.0438163710307;7;3;5;1956;0.035145267;B;B;42;9292;3;2620;0;3;B;324910.758643894
15814;140;2;68.6293944213444;45.4118425110482;6;4;5;1956;0.23861713;B;B;26;3889;6;705;3;6;B;328708.276313003
3915;29;3;85.4389781498415;56.9163457230612;7;6;5;1956;0.069660344;B;B;31;6119;4;;1;2;B;334184.36178299
8662;162;1;50.0617977992912;24.6000659292568;13;4;8;1956;0.174739084;B;B;17;3379;9;100;0;3;B;366340.837598357
3671;108;2;59.5625939584943;37.6394954617622;8;5;9;1956;0,000000000;B;B;25;5027;4;46;1;1;B;386773.836864163
13279;194;3;92.1839521482087;54.8481155116308;10;4;10;1956;0.174739084;B;B;17;3379;9;100;0;3;B;478782.488421288
6682;100;3;81.9805601476262;55.6372331816727;8;2;8;1956;0.200146801999999;B;B;23;3975;8;770;2;0;B;518952.667243865
12774;157;2;62.7475091621609;28.1968126965184;8;5;10;1956;0,000000000;B;B;30;7538;87;4702;5;5;B;555661.943968719
12997;4;3;75.1283892923934;52.7542457899608;8;9;9;1956;0.0000781528;B;B;22;6398;141;1046;3;23;B;574631.334050705
9401;151;1;57.3597399562097;31.3367834907064;10;4;6;1957;0.236108458;B;B;16;3893;27;;3;10;B;118754.636479732
11021;101;4;99.4628535083925;71.1705787244301;9;4;5;1957;0.225824954;A;B;41;6558;7;1548;3;2;B;142044.906163419
14895;75;1;41.9370372777151;40.5518640260777;10;16;22;1957;0.307466659;B;A;30;5048;9;325;2;5;B;194359.833050358
7677;28;2;63.5777335351409;29.0737496547029;8;5;5;1957;0.118537385;B;B;30;6207;1;1183;1;0;B;227877.921868222
8587;5;3;77.3238419525406;51.5523297482973;8;4;5;1957;0.150817539;B;B;16;3433;4;2643;4;5;B;234988.228469726
392;75;2;51.7072094540668;30.9691363028742;7;2;6;1957;0.122090346999999;B;B;29;6566;7;1894;4;0;B;235205.591980662
1560;59;2;65.0439355831896;39.4099181550965;7;2;5;1957;0.309479124;B;B;35;7715;4;990;0;6;B;240308.618508705
886;84;2;57.4526073347251;33.2579146354056;7;3;5;1957;0.006076152;B;B;30;5285;0;645;6;6;B;274453.175257216
3948;133;2;65.3992723419317;36.6019307885682;6;1;11;1957;0.319809354;B;B;25;4756;16;2857;5;8;B;283974.775046539
2709;128;3;65.4347682749758;41.2380664288464;7;8;9;1957;0,000000000;B;B;27;4798;0;30;2;8;B;287236.137377078
13780;37;2;67.8675057733963;37.4079689746382;8;4;5;1957;0.178916796;B;B;18;3594;4;192;1;5;B;288455.111009155
10283;19;3;77.4698477822747;48.7568543970422;9;3;6;1957;0.309479124;B;B;35;7715;4;990;0;6;B;293459.205444256
13159;75;3;78.931069210081;51.7814975179448;8;5;5;1957;0.307466659;B;A;30;5048;9;325;2;5;B;302975.214996346
16344;130;2;63.6158374076285;36.3117389140819;8;6;7;1957;0.341071945;B;B;27;5664;48;2300;3;11;B;303698.775590462
13035;2;3;75.427350418714;47.3142771528652;8;6;5;1957;0.130617806;B;B;39;10418;9;900;1;9;B;311010.320393212
5217;11;4;75.2760456407713;54.9554384069804;6;3;5;1957;0.225824954;A;B;41;6558;7;1548;3;2;B;313456.600262035
8394;5;3;62.7212477613894;44.3831873398891;7;4;7;1957;0.150817539;B;B;16;3433;4;2643;4;5;B;314422.36701444
9174;130;3;78.9525610231212;51.3825507905531;8;5;5;1957;0.341071945;B;B;27;5664;48;2300;3;11;B;330587.317944693
7761;106;3;82.4801301370148;52.1872311714552;9;2;9;1957;0.313924551999999;B;B;22;4625;11;3855;2;10;B;338792.844921161
8405;40;2;67.1573514930405;45.7480266248988;9;3;5;1957;0.210473241;B;B;11;2398;2;1994;3;0;B;345723.485285295
10543;100;2;58.3645144159567;39.2554088815368;7;6;8;1957;0.200146801999999;B;B;23;3975;8;770;2;0;B;346490.877728232
12485;130;3;90.992797025487;58.4369286093627;9;4;9;1957;0.21843974;B;B;21;4472;6;1450;4;7;A;378929.871832092
7495;111;2;59.4982404622149;34.6149516856511;8;4;9;1957;0.135649789;B;B;46;7960;6;350;3;11;B;379403.205316226
14625;146;3;79.8208430950034;50.2503182599389;8;6;5;1957;0.236108458;B;B;16;3893;27;;3;10;B;382014.827154916
15713;66;3;78.3004259498352;43.6181844190723;7;4;5;1957;0.161975568;B;A;31;7010;5;4508;3;7;B;391183.502228878
16557;65;2;57.3092541626005;34.1053855977409;8;11;11;1957;0.081943463;B;B;20;2738;20;;1;4;B;403476.612412621
15356;31;3;75.6339115125904;51.535936434777;8;5;5;1957;0.151346216;B;A;32;5889;10;830;4;1;B;411373.419207315
3839;31;3;78.4719868083828;52.70682355093;8;6;5;1957;0.151346216;B;A;32;5889;10;830;4;1;B;419692.978033824
707;31;3;80.0424766981687;46.2302223939347;8;6;5;1957;0.151346216;B;A;32;5889;10;830;4;1;B;425905.807138064
16060;208;2;54.6002947792124;32.8592457517303;8;10;9;1957;0.081943463;B;B;20;2738;20;;1;4;B;433346.419160357
3427;65;3;67.6031251055517;51.5207419079659;7;6;8;1957;0.081943463;B;B;20;2738;20;;1;4;B;452119.101373745
149;65;3;72.2289756794845;50.4233875531978;7;4;8;1957;0.081943463;B;B;20;2738;20;;1;4;B;487300.561350549
7804;63;4;95.0874752989291;72.7589660203211;10;7;5;1957;0.23861713;B;B;26;3889;6;705;3;6;B;535019.806126994
12040;137;3;83.5379698549232;54.5062162322666;8;7;9;1957;0.200146801999999;B;B;23;3975;8;770;2;0;B;542015.661838648
203;33;4;101.554251527717;22.6303731173501;9;4;5;1958;0.051942062;B;B;17;4017;7;800;2;0;B;82342.775873354
13220;1;3;69.1588968729561;45.4349085112264;6;3;3;1958;0.036270089;B;B;6;1318;1;200;1;1;B;83511.8290635117
14825;152;3;88.9783240096278;56.9390449528807;12;7;7;1958;0.042031587;B;B;37;6856;84;1940;2;5;B;85499.969325285
6729;86;2;57.7304672323243;33.0925553524358;7;9;8;1958;0.161975568;B;A;31;7010;5;4508;3;7;B;117579.397797817
6878;127;1;30.1205105463566;20.9383627680296;5;4;5;1958;0.486245621;B;B;13;2514;19;;0;6;B;130996.19622875
8511;21;3;59.1012583836175;40.219586085148;5;6;5;1958;0.034331497;B;B;25;5487;3;;0;4;B;149240.734110721
3462;41;1;37.2606345016174;22.9043719124562;7;3;4;1958;0.127811589;B;B;28;7287;5;320;1;3;B;150018.551605535
15425;28;1;36.43828352278;18.4039635803526;7;6;5;1958;0.118537385;B;B;30;6207;1;1183;1;0;B;160891.073819845
2795;178;1;29.6480568188663;16.5553634529766;5;3;5;1958;0.460556389;B;B;20;4386;14;;1;5;B;165953.912580313
10784;31;1;30.704925150303;20.7552347470684;4;5;4;1958;0.151346216;B;A;32;5889;10;830;4;1;B;168269.650651713
11091;45;1;40.6767376369313;21.9773100849811;6;5;5;1958;0.0144231139999999;B;B;19;3806;4;;0;3;B;184792.785923227
2763;75;2;54.7519362754402;32.248200215057;7;2;4;1958;0.307466659;B;A;30;5048;9;325;2;5;B;190508.858012411
16226;108;2;57.5544427992113;38.9146685913256;8;6;8;1958;0,000000000;B;B;25;5027;4;46;1;1;B;199613.731036497
13822;144;2;56.5884012051215;33.1407202452963;7;3;5;1958;0.306977489;B;B;27;5148;14;1575;5;7;B;205010.754887451
8302;144;2;65.3091899755732;35.8431788673121;10;6;5;1958;0.306977489;B;B;27;5148;14;1575;5;7;B;211131.353073153
15025;4;2;42.8226926372092;29.7112759606454;5;5;5;1958;0.327018035;B;B;12;2270;23;2500;1;0;B;221778.915655391
6891;101;2;58.2180531992753;35.7260320374401;8;2;5;1958;0.225824954;A;B;41;6558;7;1548;3;2;B;231700.140847527
11055;151;1;174.649521761354;174.837082045982;15;10;12;1958;0.236108458;B;B;16;3893;27;;3;10;B;232766.187697696
83;22;2;60.807753009868;34.4575729741921;7;5;5;1958;0.118537385;B;B;30;6207;1;1183;1;0;B;239854.967669532
571;127;3;79.0859612493278;45.2307065562636;8;2;5;1958;0.486245621;B;B;13;2514;19;;0;6;B;260118.697003795
5314;90;3;87.8384093053445;56.2775076029934;8;3;5;1958;0.246031548;B;A;22;3151;4;2715;3;3;B;266628.814786452
4459;11;3;75.4039991796421;52.7603863634556;7;1;5;1958;0.225824954;A;B;41;6558;7;1548;3;2;B;268190.487907338
15542;84;2;65.1854479585366;39.0469618955318;6;4;5;1958;0.006076152;B;B;30;5285;0;645;6;6;B;272357.510062482
