Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2
9435,27,1.0,46.84899272224902,22.597569066968564,8.0,8,10.0,2007,0.041116354,1,1,53,14892,4,1,4,1
10578,22,2.0,45.578160725832994,28.47599687898212,5.0,3,5.0,1962,0.118537385,1,1,30,6207,1,1,0,1
7887,19,3.0,65.77099138534508,48.6888779697622,8.0,6,16.0,1978,0.309479124,1,1,35,7715,4,0,6,1
5540,27,3.0,57.6436127469155,59.42507753869936,9.0,16,10.0,1977,0.072157581,1,1,2,629,1,0,0,0
9511,63,1.0,51.45604231584104,51.38526199825112,1.0,12,10.0,2017,0.23861713,1,1,26,3889,6,3,6,1
5354,85,1.0,28.53508416664782,12.733641792255193,6.0,4,9.0,1967,0.037177818,1,1,52,11217,1,1,7,1
13385,11,3.0,72.95694262051751,44.77136206123875,9.0,12,14.0,1977,0.00016967599999999998,1,1,36,5992,0,1,1,1
9381,41,1.0,41.91904534806304,19.430397336918496,9.0,3,14.0,1984,0.175054867,1,1,36,10055,3,1,0,1
883,23,1.0,46.3558042570401,45.3558042570401,1.0,3,3.0,1977,0.014072961,1,1,2,475,0,0,0,1
4180,45,1.0,40.3710769262108,39.3710769262108,1.0,21,22.0,2016,0.195781053,1,1,23,5212,6,3,2,1
16395,2,3.0,79.7222428770001,44.731218587742774,72.0,12,16.0,1987,0.130617806,1,1,39,10418,9,1,9,1
15620,23,1.0,43.76328916885654,42.76328916885653,1.0,3,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1
2540,6,3.0,82.35302308946324,82.35302308946324,0.0,13,17.0,1977,0.24320451899999998,1,1,5,1564,0,0,0,1
7618,167,3.0,82.02956195939946,56.867287047960254,8.0,4,5.0,1954,0.050272014000000004,1,1,21,4231,14,0,3,1
3219,27,2.0,75.3786829779113,53.90477364005074,12.0,3,18.0,2017,0.072157581,1,1,2,629,1,0,0,0
12633,27,3.0,81.86716565092506,81.88454797087553,0.0,12,19.0,1977,0.21140121399999998,1,1,9,1892,0,0,1,1
6336,21,2.0,42.42307966792883,28.08748522640246,5.0,3,5.0,1965,0.034331497,1,1,25,5487,3,0,4,1
3916,1,1.0,43.08441284195241,47.07161748065335,1.0,9,7.0,2017,0.0071223169999999995,1,1,1,264,0,0,1,1
3851,52,2.0,65.38847515800288,66.59181453309932,1.0,13,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1
3095,23,1.0,34.91328365645016,33.91328365645016,1.0,3,15.0,1977,0.005767451,1,1,1,388,0,0,0,1
3351,1,1.0,39.05602087994309,38.05602087994309,1.0,17,17.0,1977,0.0071223169999999995,1,1,1,264,0,0,1,1
3299,99,2.0,47.00961051697733,27.55761193692172,5.0,11,9.0,1971,0.012338886,1,1,35,5776,1,2,4,1
2741,113,3.0,63.04444051929875,45.8773026582567,5.0,11,9.0,1966,0.050755569,1,1,24,5469,1,0,1,1
1351,52,2.0,63.07974371648614,62.07974371648614,1.0,5,17.0,1977,0.371148999,1,1,34,7065,1,2,5,1
13320,66,2.0,72.7363793274722,69.64349482278698,9.0,15,19.0,2002,0.111627393,1,1,50,12238,8,2,3,1
13137,23,1.0,43.79043241399027,43.79043241399027,0.0,10,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1
1572,9,1.0,43.797870284335545,22.53965544863098,8.0,15,14.0,1995,0.161531741,1,1,25,5648,1,2,4,1
790,23,1.0,41.07441664609757,41.07441664609757,0.0,9,17.0,1977,0.075778755,1,1,6,1437,3,0,2,1
40,29,3.0,65.09845796799003,46.505943685312346,9.0,11,12.0,1968,0.086885265,1,1,10,2277,2,0,0,1
15450,37,1.0,36.875910133784366,20.400186448687233,9.0,14,14.0,1972,0.122190486,1,1,25,4724,2,1,3,1
692,84,1.0,33.22250524274529,22.6614531781958,5.0,6,5.0,1961,0.14966637300000002,1,1,22,4789,2,4,1,1
3401,74,2.0,80.82585267134866,79.44387475050334,1.0,6,1.0,2017,0.075778755,1,1,6,1437,3,0,2,1
713,20,2.0,41.20842185979395,20.52423997883241,6.0,12,12.0,1966,0.019508796000000002,1,1,37,7687,11,5,5,1
8139,27,2.0,58.55380927130469,58.55380927130469,0.0,7,0.0,1977,0.072157581,1,1,2,629,1,0,0,0
