Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price
14401,46,2,56.59158557,37.60403700,9,4,5,1935,0.150817539,B,B,16,3433,4,2643,4,5,B,253797.539490356
8286,172,4,101.49636525,72.48279577,9,11,12,1935,0.000000000,B,B,7,1660,39,1786,1,5,B,274992.472365796
2574,159,2,43.43936712,29.32888790,6,5,8,1935,0.246623602,B,B,14,2940,45,,3,6,B,288674.665988561
10456,82,3,77.81182279,48.79081564,5,7,5,1935,0.037316452,B,B,32,6748,93,562,4,10,B,343812.494281557
14261,174,3,65.81275714,48.98872572,6,5,7,1935,0.000078153,B,B,22,6398,141,1046,3,23,B,421851.953638670
12941,188,4,86.48255650,70.11206943,5,6,6,1935,0.000000000,B,B,7,1660,39,1786,1,5,B,552454.338658429
15720,101,3,73.39796369,42.47504194,15,5,6,1936,0.225824954,A,B,41,6558,7,1548,3,2,B,333877.704698073
380,95,2,68.17892107,34.85101623,11,6,5,1936,0.341071945,B,B,27,5664,48,2300,3,11,B,374737.658653664
12304,104,3,61.69076797,43.80242856,4,2,7,1936,0.000078153,B,B,22,6398,141,1046,3,23,B,566435.153459594
5662,79,3,69.25043439,51.16566335,6,5,5,1937,0.169091090,B,B,19,3856,10,,2,5,B,86354.041812627
6239,22,2,64.26986332,38.98306630,8,4,5,1937,0.133215333,B,B,49,11395,3,1406,3,4,A,219873.568250717
11101,95,2,55.58079509,33.10419757,6,1,4,1937,0.000699119,B,B,14,3369,24,4129,0,3,B,238992.104255971
5198,7,3,91.90401514,62.83971567,7,6,5,1937,0.130617806,B,B,39,10418,9,900,1,9,B,309690.981583938
1714,104,3,66.67943514,42.35988381,8,9,7,1937,0.327018035,B,B,12,2270,23,2500,1,0,B,421756.290144616
7755,126,4,79.14236690,55.24214407,7,5,7,1938,0.333891544,B,B,30,6564,1,,0,0,B,273213.577304275
10097,188,2,56.95745468,31.73408733,6,3,8,1938,0.000000000,B,B,7,1660,39,1786,1,5,B,410299.956558102
15676,182,3,49.93456053,35.98028727,3,9,8,1938,0.246623602,B,B,14,2940,45,,3,6,B,429090.881284287
13287,4,3,72.67737605,52.20800025,7,3,8,1938,0.327018035,B,B,12,2270,23,2500,1,0,B,439076.917473144
4660,158,2,63.13165450,41.86791335,8,9,8,1939,0.042031587,B,B,37,6856,84,1940,2,5,B,87268.098968056
7961,118,3,84.12878565,59.88505515,11,4,5,1939,0.218439740,B,B,21,4472,6,1450,4,7,A,321488.560449158
9875,118,3,86.28031870,57.09234075,10,6,5,1939,0.218439740,B,B,21,4472,6,1450,4,7,A,352702.635692688
12150,86,3,72.60298579,49.63749914,8,6,5,1939,0.161975568,B,A,31,7010,5,4508,3,7,B,379841.447889655
3612,97,2,73.34192749,35.44427926,15,4,7,1939,0.306977489,B,B,27,5148,14,1575,5,7,B,394749.666724511
4406,180,4,89.84591311,64.87274636,7,3,9,1939,0.037316452,B,B,32,6748,93,562,4,10,B,473590.888317226
14280,105,4,98.11957533,72.35152391,9,2,10,1940,0.040242764,B,B,25,3478,11,2729,3,1,B,448706.902920318
4282,195,5,95.61753301,62.37705178,7,7,7,1940,0.015016892,B,B,17,3079,59,2890,0,8,B,479525.147323154
9468,43,2,65.93875379,37.40349864,10,7,7,1940,0.015016892,B,B,17,3079,59,2890,0,8,B,499136.536769493
3294,167,5,111.04579867,81.94045928,9,6,6,1940,0.050272014,B,B,21,4231,14,1020,0,3,B,513239.499081542
2901,164,3,68.44646285,43.38473880,10,7,7,1941,0.486245621,B,B,13,2514,19,,0,6,B,300441.280273212
4098,129,2,59.97575678,34.80550997,9,8,8,1941,0.020741326,B,B,24,5613,5,1340,2,5,B,342922.211468436
1243,86,5,108.05739806,82.72382536,8,3,5,1942,0.161975568,B,A,31,7010,5,4508,3,7,B,310305.074732676
10302,95,3,75.25598006,43.26397213,12,4,8,1942,0.000699119,B,B,14,3369,24,4129,0,3,B,509182.957515239
7275,95,4,99.03916146,71.57583871,11,2,3,1942,0.000699119,B,B,14,3369,24,4129,0,3,B,624156.003381327
12333,146,3,72.99141665,42.47497323,9,7,8,1947,0.327018035,B,B,12,2270,23,2500,1,0,B,431812.742784892
13876,65,2,73.14457748,42.87973605,12,2,9,1948,0.081943463,B,B,20,2738,20,,1,4,B,508126.278954906
2173,181,2,62.19833540,39.68072899,5,7,9,1948,0.000000000,B,B,30,7538,87,4702,5,5,B,541173.319391190
13017,54,3,68.17371181,48.99598209,8,1,4,1950,0.006076152,B,B,30,5285,0,645,6,6,B,160694.584547743
11582,28,3,72.65170961,50.99366869,7,4,4,1950,0.118537385,B,B,30,6207,1,1183,1,0,B,260791.873914631
674,130,2,65.92518881,38.91483341,7,5,7,1950,0.218439740,B,B,21,4472,6,1450,4,7,A,300235.668010432
2004,113,2,66.26238547,43.31418479,9,4,5,1950,0.050755569,B,B,24,5469,1,145,0,1,B,302929.108867790
14367,159,3,67.25442863,47.39047222,6,5,7,1950,0.246623602,B,B,14,2940,45,,3,6,B,370608.885559041
4471,86,2,70.38261653,36.71141155,10,5,5,1950,0.161975568,B,A,31,7010,5,4508,3,7,B,379936.138861176
8703,167,3,67.49141307,47.33010541,7,7,7,1950,0.236108458,B,B,16,3893,27,,3,10,B,436153.955721557
12968,101,1,36.09183387,20.06250456,8,4,4,1951,0.225824954,A,B,41,6558,7,1548,3,2,B,158502.770083096
9454,22,2,50.07234662,33.35716115,7,3,3,1951,0.118537385,B,B,30,6207,1,1183,1,0,B,193062.427929385
5840,183,1,38.30448546,19.52602100,6,6,8,1951,0.037316452,B,B,32,6748,93,562,4,10,B,309354.720698441
14699,167,4,67.69011955,42.93744829,8,6,8,1951,0.174739084,B,B,17,3379,9,100,0,3,B,453286.764840465
10178,57,1,36.08101133,17.43863339,7,4,5,1952,0.133215333,B,B,49,11395,3,1406,3,4,A,160887.096224993
10135,28,2,49.89320511,28.56072392,7,4,5,1952,0.118537385,B,B,30,6207,1,1183,1,0,B,228791.402934566
1494,124,3,70.36385158,47.86182443,7,3,3,1952,0.169091090,B,B,19,3856,10,,2,5,B,259143.174754191
15631,167,3,58.94269867,36.61820838,7,2,4,1952,0.050272014,B,B,21,4231,14,1020,0,3,B,266008.977450973
11238,66,2,52.23200091,51.19613024,7,6,5,1952,0.161975568,B,A,31,7010,5,4508,3,7,B,276313.745273081
4671,124,2,61.87512180,37.48141192,9,2,3,1952,0.169091090,B,B,19,3856,10,,2,5,B,306525.883704096
10308,75,3,100.98357664,57.76618064,10,4,5,1952,0.307466659,B,A,30,5048,9,325,2,5,B,356722.473082328
10364,2,3,76.46099290,46.85085103,10,4,7,1952,0.130617806,B,B,39,10418,9,900,1,9,B,408260.993510752
3004,141,3,67.67179349,45.41431832,7,4,5,1952,0.000699119,B,B,14,3369,24,4129,0,3,B,423796.839674809
6323,162,3,93.81590198,61.81669050,9,6,6,1952,0.174739084,B,B,17,3379,9,100,0,3,B,624008.535763012
3491,7,1,33.71574150,15.74463072,7,2,4,1953,0.035145267,B,B,42,9292,3,2620,0,3,B,169647.901570183
16484,7,2,47.95808566,31.99711909,7,6,5,1953,0.130617806,B,B,39,10418,9,900,1,9,B,190558.754529083
12282,124,2,52.44985831,27.14580779,7,3,5,1953,0.169091090,B,B,19,3856,10,,2,5,B,227114.373121596
4432,84,3,54.30475357,33.36995936,8,5,4,1953,0.149666373,B,B,22,4789,2,4087,4,1,B,230408.710269281
10084,194,2,56.62246721,31.15271969,9,2,5,1953,0.174739084,B,B,17,3379,9,100,0,3,B,236662.519825658
14234,66,2,50.62447502,29.98727567,7,3,5,1953,0.161975568,B,A,31,7010,5,4508,3,7,B,322213.251727942
9629,124,3,78.27522651,58.33087560,6,9,9,1953,0.169091090,B,B,19,3856,10,,2,5,B,387904.136319711
2418,154,3,95.56443767,65.28324772,9,5,5,1953,0.460556389,B,B,20,4386,14,,1,5,B,411403.672199961
12844,54,4,94.38715045,67.58122227,8,3,5,1953,0.006076152,B,B,30,5285,0,645,6,6,B,431521.290321907
8333,166,3,82.95333604,51.42208593,8,5,7,1953,0.174739084,B,B,17,3379,9,100,0,3,B,519710.542766223
7907,126,2,55.22052910,32.41251789,7,5,12,1954,0.486245621,B,B,13,2514,19,,0,6,B,73902.146850234
8706,170,1,40.37200644,18.13144607,8,3,5,1954,0.218439740,B,B,21,4472,6,1450,4,7,A,175774.767843765
4026,66,3,75.31552532,48.96860095,7,5,5,1954,0.161975568,B,A,31,7010,5,4508,3,7,B,199227.693871222
2794,5,2,54.37717132,30.34531009,7,5,5,1954,0.150817539,B,B,16,3433,4,2643,4,5,B,236932.947627786
13065,66,2,56.07125070,34.07783740,6,4,5,1954,0.161975568,B,A,31,7010,5,4508,3,7,B,257967.322180061
1120,129,3,60.45957664,32.25949467,7,2,4,1954,0.460556389,B,B,20,4386,14,,1,5,B,296102.796034209
2992,75,3,79.86673438,53.54941827,7,6,5,1954,0.122090347,B,B,29,6566,7,1894,4,0,B,296134.328229884
5233,107,3,55.90468687,34.17977425,7,7,5,1954,0.050272014,B,B,21,4231,14,1020,0,3,B,305618.778689205
5151,173,2,54.22782503,32.22035253,8,4,8,1954,0.081943463,B,B,20,2738,20,,1,4,B,328017.739044241
13264,130,3,85.61613708,51.26430690,11,5,6,1954,0.218439740,B,B,21,4472,6,1450,4,7,A,402332.491549311
7618,167,3,82.02956196,56.86728705,8,4,5,1954,0.050272014,B,B,21,4231,14,1020,0,3,B,414194.285336146
15838,208,2,53.12138279,33.93592247,7,7,7,1954,0.081943463,B,B,20,2738,20,,1,4,B,428928.889004979
642,137,3,66.67421362,43.17475772,9,8,10,1954,0.200146802,B,B,23,3975,8,770,2,0,B,469792.455890826
11769,75,2,66.09654676,39.96422242,8,5,5,1955,0.307466659,B,A,30,5048,9,325,2,5,B,170901.622584070
2402,37,2,57.08870239,37.91147724,7,4,5,1955,0.178916796,B,B,18,3594,4,192,1,5,B,187204.951008466
7505,2,2,53.05502607,26.92553389,7,5,3,1955,0.035145267,B,B,42,9292,3,2620,0,3,B,212894.088950975
1594,99,3,57.61926911,40.28217806,6,5,9,1955,0.033493708,B,B,66,10573,1,1322,3,8,B,239739.535545920
3880,28,2,61.69336971,35.29782679,8,4,5,1955,0.118537385,B,B,30,6207,1,1183,1,0,B,245064.472007598
14376,124,2,52.78390660,27.94732696,7,4,10,1955,0.169091090,B,B,19,3856,10,,2,5,B,297376.590576412
3750,84,3,70.31956302,47.14436790,8,4,5,1955,0.006076152,B,B,30,5285,0,645,6,6,B,303229.290806286
620,21,2,63.29683766,40.67634566,8,4,6,1955,0.034331497,B,B,25,5487,3,,0,4,B,310719.696822741
4028,7,3,63.60034678,49.88318375,0,2,4,1955,0.035145267,B,B,42,9292,3,2620,0,3,B,316834.531154447
293,2,3,88.06932656,59.75657554,8,6,5,1955,0.035145267,B,B,42,9292,3,2620,0,3,B,323304.614999652
11108,46,3,86.33854190,53.27191288,7,4,5,1955,0.150817539,B,B,16,3433,4,2643,4,5,B,335452.157953179
14922,111,2,63.66706863,36.19690377,10,9,9,1955,0.135649789,B,B,46,7960,6,350,3,11,B,387448.918854530
7931,181,1,34.91126910,18.43315528,6,10,12,1955,0.000000000,B,B,8,1423,37,562,1,8,B,397528.736061350
8537,162,2,55.10127395,35.91408550,8,4,8,1955,0.236108458,B,B,16,3893,27,,3,10,B,405659.995870525
9335,81,3,76.25149204,47.22813752,8,10,11,1955,0.319809354,B,B,25,4756,16,2857,5,8,B,411442.836347174
13158,104,2,81.63481799,45.23632796,9,6,9,1955,0.000078153,B,B,22,6398,141,1046,3,23,B,418817.402538454
12672,81,3,86.38512604,52.60746564,7,3,10,1955,0.319809354,B,B,25,4756,16,2857,5,8,B,420583.792066727
1601,84,4,92.61497275,68.50345393,9,2,5,1955,0.006076152,B,B,30,5285,0,645,6,6,B,422341.994773721
11442,137,3,70.22360431,44.54039068,13,3,8,1955,0.200146802,B,B,23,3975,8,770,2,0,B,527120.836533466
15749,66,3,78.74785284,33.88575957,11,2,5,1955,0.161975568,B,A,31,7010,5,4508,3,7,B,606958.937510144
9852,137,2,64.87731920,38.68285605,8,8,8,1956,0.200146802,B,B,23,3975,8,770,2,0,B,90930.798419635
1336,162,3,87.96224175,60.07456923,11,6,8,1956,0.174739084,B,B,17,3379,9,100,0,3,B,104500.294327693
11796,7,1,32.08659276,16.17376815,7,4,4,1956,0.035145267,B,B,42,9292,3,2620,0,3,B,139419.822248945
6527,84,3,70.51510519,39.66663632,5,6,5,1956,0.149666373,B,B,22,4789,2,4087,4,1,B,281272.436684518
3736,167,2,56.71277142,36.45406386,7,6,5,1956,0.050272014,B,B,21,4231,14,1020,0,3,B,299177.502635243
12555,162,1,60.01427928,36.65672970,10,2,6,1956,0.236108458,B,B,16,3893,27,,3,10,B,304424.418394523
9913,7,3,87.01036786,52.04381637,7,3,5,1956,0.035145267,B,B,42,9292,3,2620,0,3,B,324910.758643894
15814,140,2,68.62939442,45.41184251,6,4,5,1956,0.238617130,B,B,26,3889,6,705,3,6,B,328708.276313003
3915,29,3,85.43897815,56.91634572,7,6,5,1956,0.069660344,B,B,31,6119,4,,1,2,B,334184.361782990
8662,162,1,50.06179780,24.60006593,13,4,8,1956,0.174739084,B,B,17,3379,9,100,0,3,B,366340.837598357
3671,108,2,59.56259396,37.63949546,8,5,9,1956,0.000000000,B,B,25,5027,4,46,1,1,B,386773.836864163
13279,194,3,92.18395215,54.84811551,10,4,10,1956,0.174739084,B,B,17,3379,9,100,0,3,B,478782.488421288
6682,100,3,81.98056015,55.63723318,8,2,8,1956,0.200146802,B,B,23,3975,8,770,2,0,B,518952.667243865
12774,157,2,62.74750916,28.19681270,8,5,10,1956,0.000000000,B,B,30,7538,87,4702,5,5,B,555661.943968719
12997,4,3,75.12838929,52.75424579,8,9,9,1956,0.000078153,B,B,22,6398,141,1046,3,23,B,574631.334050705
9401,151,1,57.35973996,31.33678349,10,4,6,1957,0.236108458,B,B,16,3893,27,,3,10,B,118754.636479732
11021,101,4,99.46285351,71.17057872,9,4,5,1957,0.225824954,A,B,41,6558,7,1548,3,2,B,142044.906163419
14895,75,1,41.93703728,40.55186403,10,16,22,1957,0.307466659,B,A,30,5048,9,325,2,5,B,194359.833050358
7677,28,2,63.57773354,29.07374965,8,5,5,1957,0.118537385,B,B,30,6207,1,1183,1,0,B,227877.921868222
8587,5,3,77.32384195,51.55232975,8,4,5,1957,0.150817539,B,B,16,3433,4,2643,4,5,B,234988.228469726
392,75,2,51.70720945,30.96913630,7,2,6,1957,0.122090347,B,B,29,6566,7,1894,4,0,B,235205.591980662
1560,59,2,65.04393558,39.40991816,7,2,5,1957,0.309479124,B,B,35,7715,4,990,0,6,B,240308.618508705
886,84,2,57.45260733,33.25791464,7,3,5,1957,0.006076152,B,B,30,5285,0,645,6,6,B,274453.175257216
3948,133,2,65.39927234,36.60193079,6,1,11,1957,0.319809354,B,B,25,4756,16,2857,5,8,B,283974.775046539
2709,128,3,65.43476827,41.23806643,7,8,9,1957,0.000000000,B,B,27,4798,0,30,2,8,B,287236.137377078
13780,37,2,67.86750577,37.40796897,8,4,5,1957,0.178916796,B,B,18,3594,4,192,1,5,B,288455.111009155
10283,19,3,77.46984778,48.75685440,9,3,6,1957,0.309479124,B,B,35,7715,4,990,0,6,B,293459.205444256
13159,75,3,78.93106921,51.78149752,8,5,5,1957,0.307466659,B,A,30,5048,9,325,2,5,B,302975.214996346
16344,130,2,63.61583741,36.31173891,8,6,7,1957,0.341071945,B,B,27,5664,48,2300,3,11,B,303698.775590462
13035,2,3,75.42735042,47.31427715,8,6,5,1957,0.130617806,B,B,39,10418,9,900,1,9,B,311010.320393212
5217,11,4,75.27604564,54.95543841,6,3,5,1957,0.225824954,A,B,41,6558,7,1548,3,2,B,313456.600262035
8394,5,3,62.72124776,44.38318734,7,4,7,1957,0.150817539,B,B,16,3433,4,2643,4,5,B,314422.367014440
9174,130,3,78.95256102,51.38255079,8,5,5,1957,0.341071945,B,B,27,5664,48,2300,3,11,B,330587.317944693
7761,106,3,82.48013014,52.18723117,9,2,9,1957,0.313924552,B,B,22,4625,11,3855,2,10,B,338792.844921161
8405,40,2,67.15735149,45.74802662,9,3,5,1957,0.210473241,B,B,11,2398,2,1994,3,0,B,345723.485285295
10543,100,2,58.36451442,39.25540888,7,6,8,1957,0.200146802,B,B,23,3975,8,770,2,0,B,346490.877728232
12485,130,3,90.99279703,58.43692861,9,4,9,1957,0.218439740,B,B,21,4472,6,1450,4,7,A,378929.871832092
7495,111,2,59.49824046,34.61495169,8,4,9,1957,0.135649789,B,B,46,7960,6,350,3,11,B,379403.205316226
14625,146,3,79.82084310,50.25031826,8,6,5,1957,0.236108458,B,B,16,3893,27,,3,10,B,382014.827154916
15713,66,3,78.30042595,43.61818442,7,4,5,1957,0.161975568,B,A,31,7010,5,4508,3,7,B,391183.502228878
16557,65,2,57.30925416,34.10538560,8,11,11,1957,0.081943463,B,B,20,2738,20,,1,4,B,403476.612412621
15356,31,3,75.63391151,51.53593643,8,5,5,1957,0.151346216,B,A,32,5889,10,830,4,1,B,411373.419207315
3839,31,3,78.47198681,52.70682355,8,6,5,1957,0.151346216,B,A,32,5889,10,830,4,1,B,419692.978033824
707,31,3,80.04247670,46.23022239,8,6,5,1957,0.151346216,B,A,32,5889,10,830,4,1,B,425905.807138064
16060,208,2,54.60029478,32.85924575,8,10,9,1957,0.081943463,B,B,20,2738,20,,1,4,B,433346.419160357
3427,65,3,67.60312511,51.52074191,7,6,8,1957,0.081943463,B,B,20,2738,20,,1,4,B,452119.101373745
149,65,3,72.22897568,50.42338755,7,4,8,1957,0.081943463,B,B,20,2738,20,,1,4,B,487300.561350549
7804,63,4,95.08747530,72.75896602,10,7,5,1957,0.238617130,B,B,26,3889,6,705,3,6,B,535019.806126994
12040,137,3,83.53796985,54.50621623,8,7,9,1957,0.200146802,B,B,23,3975,8,770,2,0,B,542015.661838648
203,33,4,101.55425153,22.63037312,9,4,5,1958,0.051942062,B,B,17,4017,7,800,2,0,B,82342.775873354
13220,1,3,69.15889687,45.43490851,6,3,3,1958,0.036270089,B,B,6,1318,1,200,1,1,B,83511.829063512
14825,152,3,88.97832401,56.93904495,12,7,7,1958,0.042031587,B,B,37,6856,84,1940,2,5,B,85499.969325285
6729,86,2,57.73046723,33.09255535,7,9,8,1958,0.161975568,B,A,31,7010,5,4508,3,7,B,117579.397797817
6878,127,1,30.12051055,20.93836277,5,4,5,1958,0.486245621,B,B,13,2514,19,,0,6,B,130996.196228750
8511,21,3,59.10125838,40.21958609,5,6,5,1958,0.034331497,B,B,25,5487,3,,0,4,B,149240.734110721
3462,41,1,37.26063450,22.90437191,7,3,4,1958,0.127811589,B,B,28,7287,5,320,1,3,B,150018.551605535
15425,28,1,36.43828352,18.40396358,7,6,5,1958,0.118537385,B,B,30,6207,1,1183,1,0,B,160891.073819845
2795,178,1,29.64805682,16.55536345,5,3,5,1958,0.460556389,B,B,20,4386,14,,1,5,B,165953.912580313
10784,31,1,30.70492515,20.75523475,4,5,4,1958,0.151346216,B,A,32,5889,10,830,4,1,B,168269.650651713
11091,45,1,40.67673764,21.97731008,6,5,5,1958,0.014423114,B,B,19,3806,4,,0,3,B,184792.785923227
2763,75,2,54.75193628,32.24820022,7,2,4,1958,0.307466659,B,A,30,5048,9,325,2,5,B,190508.858012411
16226,108,2,57.55444280,38.91466859,8,6,8,1958,0.000000000,B,B,25,5027,4,46,1,1,B,199613.731036497
13822,144,2,56.58840121,33.14072025,7,3,5,1958,0.306977489,B,B,27,5148,14,1575,5,7,B,205010.754887451
8302,144,2,65.30918998,35.84317887,10,6,5,1958,0.306977489,B,B,27,5148,14,1575,5,7,B,211131.353073153
15025,4,2,42.82269264,29.71127596,5,5,5,1958,0.327018035,B,B,12,2270,23,2500,1,0,B,221778.915655391
6891,101,2,58.21805320,35.72603204,8,2,5,1958,0.225824954,A,B,41,6558,7,1548,3,2,B,231700.140847527
11055,151,1,174.64952176,174.83708205,15,10,12,1958,0.236108458,B,B,16,3893,27,,3,10,B,232766.187697696
83,22,2,60.80775301,34.45757297,7,5,5,1958,0.118537385,B,B,30,6207,1,1183,1,0,B,239854.967669532
571,127,3,79.08596125,45.23070656,8,2,5,1958,0.486245621,B,B,13,2514,19,,0,6,B,260118.697003795
5314,90,3,87.83840931,56.27750760,8,3,5,1958,0.246031548,B,A,22,3151,4,2715,3,3,B,266628.814786452
4459,11,3,75.40399918,52.76038636,7,1,5,1958,0.225824954,A,B,41,6558,7,1548,3,2,B,268190.487907338
15542,84,2,65.18544796,39.04696190,6,4,5,1958,0.006076152,B,B,30,5285,0,645,6,6,B,272357.510062482
11816,24,2,54.82997308,37.88690120,7,4,5,1958,0.111627393,B,B,50,12238,8,1970,2,3,B,272415.752640569
4369,100,2,57.21532145,35.28388596,7,10,9,1958,0.200146802,B,B,23,3975,8,770,2,0,B,282265.494331050
7473,121,2,61.12088771,35.70418250,6,6,5,1958,0.212515361,B,B,19,3293,16,628,3,7,B,285184.633506893
10951,22,3,75.20508254,50.92253291,8,2,5,1958,0.118537385,B,B,30,6207,1,1183,1,0,B,286893.726274509
15267,143,2,53.86670276,34.44967366,7,4,5,1958,0.049863387,B,B,18,3746,9,75,3,1,B,294083.549975333
3003,11,3,82.71563041,54.39120153,8,4,5,1958,0.225824954,A,B,41,6558,7,1548,3,2,B,302642.744295459
12724,130,4,78.11088691,51.85334862,8,5,5,1958,0.341071945,B,B,27,5664,48,2300,3,11,B,316908.457957124
3446,11,3,90.12038363,60.10686008,9,3,12,1958,0.000169676,B,B,36,5992,0,,1,1,B,323254.405984647
11938,168,2,60.52023711,37.57600838,8,3,13,1958,0.341071945,B,B,27,5664,48,2300,3,11,B,324027.440778248
11719,124,2,58.50534766,31.42849077,7,9,10,1958,0.169091090,B,B,19,3856,10,,2,5,B,325854.262809811
4160,101,3,81.23214091,54.38458471,7,4,5,1958,0.225824954,A,B,41,6558,7,1548,3,2,B,353927.734694669
4361,167,2,58.61492518,37.59128214,7,4,5,1958,0.050272014,B,B,21,4231,14,1020,0,3,B,355550.677578357
9759,115,2,55.37249516,34.99450607,6,2,5,1958,0.000000002,B,B,16,3681,73,1815,2,5,B,362991.331024848
1945,60,2,62.27612930,39.27467396,10,10,10,1958,0.341071945,B,B,27,5664,48,2300,3,11,B,363178.933418329
2935,154,3,78.79218932,53.20466891,9,3,5,1958,0.460556389,B,B,20,4386,14,,1,5,B,367001.438463289
